307.815664,184.194131,197.838484,205.393835,182.534971,136.799070,159.940750,123.528486,168.132983,109.636723,68.539098,89.879279,57.083678,11.582180,67.092148,57.868778,49.207127,57.249919,72.060044,34.451259,11.490904,11.455538,75.601101,11.451710,11.463454,49.238524,22.876963,45.824513,45.909473,11.557357,57.185254,23.247501,34.400377,22.865595,45.910063,68.959899,0.081773,41.045549,57.269494,34.430042,52.586990,22.889800,11.466057,45.842146,26.251622,34.376945,11.412348,68.575020,77.509230,45.760610,60.528621,80.188276,78.608607,102.833703,114.228930,160.275183,123.872511,171.340121,174.627019,193.807897,239.773780,193.943555,285.387173,193.734344
159.547167,208.789838,89.683148,125.672634,79.856399,94.677377,136.908113,57.057471,89.777069,101.198088,68.417562,23.060656,45.726280,86.768112,34.375009,60.536848,75.352093,45.819466,31.654125,11.479782,11.416237,45.816244,0.001356,0.007289,26.280585,37.676905,22.947177,11.421365,11.435002,0.000000,11.509956,11.449932,11.462914,26.359662,22.908877,0.000452,37.895325,11.457244,11.696039,22.793746,0.000000,11.567446,34.501662,57.337165,22.848441,26.237114,22.821542,11.461650,57.264432,60.525782,47.567464,34.222195,76.604415,72.018453,0.081773,148.421750,57.075337,125.534517,106.305948,114.312504,159.764491,136.886666,226.552644,114.153464
148.689534,114.362789,125.837457,83.369330,34.401738,57.267288,70.006834,68.784170,83.488763,60.459658,34.445332,0.081773,26.250264,47.507603,11.403370,21.480284,0.000000,24.612840,45.794969,11.657417,14.793351,34.457447,14.875146,0.000452,11.475515,0.000452,11.510535,0.000000,0.005550,11.489360,26.371772,11.455909,11.942650,22.912957,37.708517,0.189323,11.440541,26.368935,0.211230,11.485289,34.441588,0.081773,0.000452,38.038921,26.261846,11.405212,0.000904,11.506481,21.301664,14.793829,49.091325,26.388105,80.146026,75.320750,22.885122,34.360906,49.070126,45.716284,124.011454,79.969078,148.788157,91.651685,78.310835,68.639674
9.516840,34.386809,22.887569,37.696193,55.187176,32.540133,32.512036,46.045798,37.740120,22.936537,0.004254,22.889763,22.931410,11.405338,0.000000,14.793376,0.000000,11.525135,0.000000,11.457874,11.473307,0.000000,15.101079,14.793357,20.701975,0.186447,23.023772,22.456003,49.285880,22.983054,14.875138,11.468531,0.000452,26.383202,26.282896,14.793809,41.272897,11.553636,14.986773,14.793344,0.000000,0.000452,0.088413,29.668966,0.088336,11.503652,14.798813,22.959829,22.936707,11.559142,11.414786,22.989278,22.929832,45.923785,21.465803,11.479737,49.239190,0.000000,49.187445,112.760146,63.978403,57.283662,34.259179,45.886862
37.694336,22.949728,37.750997,14.799616,0.000452,22.936735,14.793817,22.955070,22.860629,44.458436,23.008609,0.005084,21.438536,0.000000,0.001313,14.794478,0.001725,11.530823,8.818079,23.165883,0.000000,11.488907,0.294910,0.000000,0.000000,0.081773,0.211197,0.000000,11.469263,0.000000,0.086784,0.000000,0.082994,0.004575,0.000000,14.793374,14.875151,0.197506,22.936566,0.000000,0.000000,11.503431,0.088116,11.528328,14.793372,14.793351,0.000000,0.081773,14.875583,0.001227,0.000000,11.443234,11.432569,0.005514,22.831136,24.693082,11.479491,15.006697,22.949642,11.459113,75.476508,0.000452,22.934126,0.000000
29.669402,9.770919,22.927823,22.971263,26.251413,26.248721,26.246403,31.436226,35.995517,0.000000,11.475720,0.000452,0.000904,14.793343,0.001171,29.668485,0.292678,11.846801,0.081773,0.085064,10.051860,14.793553,0.000452,29.586756,14.956925,0.088590,0.000452,0.000000,0.086660,0.000452,14.875151,0.002429,26.293370,0.081773,0.082823,0.000000,0.085830,0.000000,0.081773,14.793377,0.163545,0.249493,0.000000,24.076261,0.116089,29.589322,0.107025,18.892698,0.000904,0.000000,0.000000,0.000000,23.052281,11.447296,0.000452,14.793824,0.163545,26.233335,23.002678,34.381448,42.346858,22.977663,22.974801,0.000000
0.000000,0.000000,9.610525,0.000452,0.081773,11.489539,14.793349,14.797591,0.000452,0.082677,0.081773,0.000000,22.972709,0.081773,11.444972,0.000000,0.106883,14.875152,0.081773,0.433844,0.000000,14.793380,0.000452,15.197096,0.000000,0.000000,0.432080,0.000000,0.082677,0.000000,0.002302,26.271770,11.603318,14.793363,14.900412,0.082225,0.000000,29.870109,14.793378,0.000452,0.005697,17.435180,26.283383,0.081773,0.436963,0.005524,0.000452,0.259930,0.245318,0.230423,0.000000,0.000000,0.000000,0.000904,0.000000,14.798496,15.079887,11.474292,11.533759,9.751964,11.596368,10.100181,0.000452,0.224884
0.000452,0.000000,14.798524,0.000000,0.000000,0.000000,0.005047,0.000000,0.000000,0.000000,0.082225,0.003892,0.081773,0.082225,0.081773,14.793366,0.000000,0.000000,0.000000,0.250154,10.050895,0.000452,0.000000,0.004867,0.082225,0.000000,0.000000,0.000000,0.000452,14.796183,0.000000,29.668511,0.000000,0.081773,0.000452,14.793371,0.000000,0.163997,0.000452,0.081773,0.238974,0.178049,0.000000,11.506824,0.218875,0.000000,0.200657,0.000000,0.000000,11.578252,14.794667,14.793823,0.000000,0.000000,14.793356,0.082225,9.948137,0.000000,0.000000,0.000000,14.875151,24.503551,0.000452,34.326438
24.695202,0.004222,0.000000,0.082225,0.005688,0.000000,0.000452,14.793376,0.000452,0.000000,0.000000,0.000000,0.000452,14.793817,0.000452,0.081773,15.013875,0.089384,0.208161,0.000452,0.000000,0.197500,0.000000,0.086203,29.586720,0.082225,0.105424,0.000452,0.000000,0.081773,14.876218,0.081773,0.000000,0.082994,0.000452,0.000000,0.182976,0.113521,0.000000,0.081773,0.000000,14.793361,14.912403,14.794645,14.793795,0.000000,0.198448,0.001042,0.000452,29.796758,0.000904,0.082677,29.750270,0.081773,14.793826,0.000000,0.163545,14.793830,0.000000,0.000000,0.000000,14.793367,0.082225,24.495237
14.793350,0.081773,14.793375,14.793822,0.000000,0.086227,0.000000,0.081773,0.000000,0.000000,0.000000,0.082225,0.443349,0.082225,0.000000,0.000000,0.214684,0.000000,14.793375,0.085951,0.000452,0.081773,14.794265,0.000452,14.875151,14.793358,0.000000,14.793369,14.793368,0.000000,0.000000,0.082677,14.793807,0.000452,0.001302,0.000000,0.000000,0.081773,0.000000,0.081773,9.879254,0.000000,29.750280,0.081773,14.793346,0.000452,7.664326,0.081773,0.202688,0.081773,14.793370,0.000000,0.000452,0.000904,0.082225,0.089441,0.082225,14.793360,0.000000,29.586739,0.000000,0.000452,0.086364,14.793823
