148.225287,203.883029,81.792504,32.731211,11.549254,14.793378,0.000000,9.911096,14.793379,24.542109,0.000000,0.000000,0.081773,14.794480,0.000452,24.052147,0.000000,0.000000,0.000452,0.000000,0.185407,0.001233,0.004571,0.000000,14.956924,0.081773,14.793350,0.000000,0.000904,0.081773
216.836411,114.308893,137.215056,55.495126,11.465721,0.000000,9.851946,9.830481,0.000000,0.000000,0.000000,0.000000,14.793376,0.000000,22.334687,0.000000,0.000000,0.000000,0.279227,0.000452,0.000000,0.006037,0.000000,0.000000,0.000000,0.000452,0.082225,0.000000,0.000000,14.793378
259.084778,171.585953,114.512568,96.513461,60.599848,14.793341,21.408309,26.321210,14.793368,0.083129,46.908814,0.000000,14.793823,7.448609,0.000452,0.000000,0.000452,14.793339,0.000000,0.198792,15.038661,14.793380,0.000000,0.081773,0.000000,0.000000,0.081773,0.081773,0.000000,0.000000
253.875512,91.441421,102.918610,45.792119,55.732662,0.000000,0.006086,0.000000,0.092121,10.023143,14.876054,10.073459,0.000452,0.000452,0.000000,14.998734,0.000452,0.000000,0.004917,14.794620,14.875145,14.879074,14.875145,0.081773,0.081773,0.000000,0.081773,0.083314,0.000000,0.000000
194.029099,137.005815,22.849921,22.950886,11.578359,0.000000,23.036068,0.004458,0.000000,0.081773,0.081773,0.000000,0.081773,0.000000,0.000000,14.793379,0.000452,14.793830,0.188032,0.000000,14.793379,0.000000,14.794253,14.793348,0.000000,0.000000,0.000452,0.000000,0.163545,0.081773
102.579945,94.764917,32.861650,22.949922,45.816077,0.000000,11.444992,0.000000,0.000000,0.082225,29.587168,9.195336,0.245318,0.000000,14.798397,0.000000,0.000000,0.000000,0.004774,0.000452,14.878573,0.081773,14.793339,29.586752,14.793367,0.000000,0.000000,0.000452,0.000000,0.000000
148.710503,68.630949,11.422890,37.655154,49.228755,50.792680,0.000452,0.000000,0.000000,0.000000,0.000000,14.793352,0.000000,0.081773,0.007191,14.793379,14.793374,0.082225,0.000000,0.000000,0.000000,0.000452,0.000452,0.000000,14.793369,0.000000,0.083005,0.001238,14.875151,0.000000
137.038754,92.856709,57.205918,23.023178,0.000000,11.572304,0.082225,14.875146,0.000000,14.793373,0.000000,0.081773,0.000000,0.000452,14.793349,0.000000,14.875143,14.875604,0.000000,14.793349,0.000452,0.000000,14.793379,0.000000,0.082915,0.000000,0.000000,14.793362,14.793377,0.081773
159.912402,57.098510,62.259868,36.051395,0.000452,14.875151,0.000452,14.875600,0.081773,0.000452,0.000000,0.000000,14.793377,14.793799,14.963490,0.081773,0.000000,14.875593,14.875595,0.000452,14.875147,0.000452,0.000000,0.000000,0.083129,29.586724,14.793809,0.000000,14.875601,0.082225
117.578883,34.291724,22.870083,32.665893,0.000000,10.066121,0.000000,11.582199,14.793376,0.082225,0.000000,14.793568,0.007287,0.000452,0.000452,0.000452,0.000000,0.000000,14.793379,0.000000,14.875151,0.000452,0.000000,0.000000,0.081773,0.000000,0.164729,0.000000,0.000000,0.000452
100.817326,57.349085,14.799221,26.287259,0.000000,34.515293,11.563193,14.875148,0.245318,0.000904,0.000000,0.000000,14.793375,0.363755,0.004480,0.000000,14.798442,14.797690,14.793378,29.587207,14.956900,0.000452,0.002088,0.000000,29.587627,0.000000,0.000000,0.000452,0.000000,0.000904
104.339962,57.184583,72.012496,29.586746,11.483008,0.004952,0.000000,0.000000,11.615450,14.793379,0.007057,14.793561,0.008764,0.000000,0.000000,0.081773,0.000000,0.000452,0.000000,14.956917,0.000452,0.000000,0.000000,0.000000,0.000000,0.000452,14.793379,0.000000,0.081773,0.000000
80.255598,57.075581,37.761315,22.905362,0.000000,0.000000,14.793812,0.288628,0.082225,0.082225,0.203052,0.198823,0.000000,14.793370,0.000000,0.000000,0.000000,0.081773,14.793372,14.875152,0.081773,14.793818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000452,14.793373,0.000452
114.379482,52.551291,26.418978,34.505172,0.000000,11.612782,0.000452,0.081773,0.000000,0.427333,0.000000,0.000452,14.793377,0.000000,14.793821,0.000000,29.586745,0.082677,14.793372,0.000000,0.000000,0.000452,0.000452,0.081773,0.000000,0.082225,0.000000,0.000000,14.875574,0.083004
26.248477,0.000000,60.678416,26.367940,11.468571,44.380123,0.163545,0.082677,0.000452,0.000000,29.668531,0.081773,0.004834,0.163545,0.000000,14.793376,0.000000,29.586743,14.793827,0.245318,0.000000,14.794620,14.793823,0.000000,29.587171,0.000000,0.001007,0.000000,0.000452,0.081773
49.113383,45.879506,57.314262,23.212320,0.001186,14.793361,14.793378,0.228771,0.212656,29.750716,0.000000,0.000000,0.000000,0.000000,14.793373,14.793368,0.001213,0.000452,0.083388,0.000000,29.668487,0.000000,0.000000,0.000452,0.000000,0.000000,0.000000,0.099629,0.081773,14.891482
49.129575,34.368034,0.000000,11.624294,0.001324,10.730589,0.000452,14.793375,0.000000,0.000000,0.006072,0.000000,0.003830,0.000000,14.793828,0.000000,0.000000,0.000000,0.082225,0.001191,0.000000,0.081773,0.000000,0.000000,0.001026,0.081773,0.000452,0.000000,0.000000,14.875147
71.921639,45.935736,45.906964,11.405362,34.443706,0.082225,0.083090,0.081773,0.202162,0.434406,0.000452,0.000000,14.793366,29.586729,0.000000,14.793822,14.875604,14.900209,14.793379,0.081773,0.082225,0.081773,0.000452,0.000000,0.000000,0.000000,0.082225,14.875147,0.000452,0.110893
45.888621,34.409535,0.000000,0.000000,11.504572,0.109096,0.207134,14.793369,29.873159,0.081773,14.875151,14.793376,0.000000,0.081773,0.000452,0.000000,0.000000,0.082853,0.000000,14.875152,0.000000,29.587199,0.000000,0.000000,14.793366,0.081773,0.000000,0.000452,14.793359,0.096326
49.052363,57.432601,37.745259,0.000000,0.000452,0.000000,15.089027,15.017041,0.000452,0.087262,0.000452,14.793378,0.000000,0.000452,0.000000,0.081773,0.000000,14.793367,0.000452,0.082225,14.793380,0.082677,0.000000,0.000000,0.000000,0.083825,0.000000,14.793348,0.000452,8.853241
55.982937,45.820408,14.793369,37.755160,0.000000,7.591931,0.112073,0.000000,0.002005,0.000452,0.000000,0.000000,0.000904,0.000452,0.082225,0.000000,0.081773,0.081773,0.000000,0.081773,0.083199,0.000000,0.000000,0.163545,0.081773,14.793374,0.081773,14.793345,14.793371,0.000904
34.386278,22.993875,26.420247,14.793370,0.000000,0.000452,0.116520,0.012331,0.130156,0.001109,0.086210,0.000000,14.793354,29.586743,0.081773,0.000000,0.081773,0.000000,0.081773,0.000000,0.000000,14.875148,0.000000,0.000000,0.000000,24.651275,0.000000,14.794584,0.000000,14.793379
45.834995,11.505908,11.476393,0.000000,0.082225,0.000000,0.183360,14.875134,0.324392,0.000000,0.081773,14.793829,14.793380,0.000000,0.000000,14.875152,0.000000,0.000000,14.793379,14.793379,0.000000,14.793371,0.000452,0.081773,0.000000,0.000452,0.000452,14.793823,0.001025,0.000000
0.001168,23.022322,22.866740,29.586713,0.081773,0.000000,0.007556,0.082677,0.000000,0.403356,0.000000,0.222620,10.705340,0.081773,0.000904,14.793378,0.000000,0.000904,14.956905,0.000000,14.794269,0.000452,0.000904,14.793380,14.793340,0.164568,0.000452,0.000000,0.163997,14.793379
23.136923,11.502741,0.000000,14.793796,0.000000,14.992441,0.010936,7.875847,14.793379,25.385877,14.794998,29.824048,14.793379,0.000000,0.081773,0.000452,0.000000,0.000000,0.000000,0.000452,0.081773,0.163997,0.196990,9.856088,0.001208,14.793370,0.084664,0.000000,0.000000,0.000452
30.294690,11.445061,11.451812,0.000452,14.803565,0.081962,14.793368,14.977224,0.001340,14.793373,0.000000,0.000452,0.000000,0.001016,0.163545,0.081773,14.793363,0.000000,0.000452,0.104867,0.000000,0.000000,0.082225,0.000000,0.000000,29.682013,14.793357,0.000000,0.000904,0.082225
