364.592299,546.888449,729.184599,455.740374,759.567290,972.246132,1397.603814,1336.838431,1033.011515,1124.159590,1276.073048,1306.455740,1154.542282,1336.838431,941.863440,1215.307665,1124.159590,1124.159590,1458.369198,1245.690356,1033.011515,1124.159590,1397.603814,1093.776898,1215.307665,1184.924973,1124.159590,1458.369198,1063.394207,729.184599,577.271141,516.505758
607.653832,759.567290,486.123066,516.505758,972.246132,1276.073048,789.949982,1519.134581,1458.369198,1549.517273,1215.307665,1367.221123,1184.924973,1367.221123,1276.073048,1276.073048,1701.430731,1215.307665,1397.603814,1124.159590,1671.048039,1367.221123,1124.159590,1093.776898,729.184599,1822.961497,1276.073048,1610.282656,1154.542282,789.949982,911.480749,729.184599
451.182971,668.419216,607.653832,546.888449,759.567290,1488.751889,1306.455740,1519.134581,1458.369198,1519.134581,1519.134581,1184.924973,1336.838431,1427.986506,1336.838431,1215.307665,1767.557765,941.863440,1549.517273,1610.282656,1579.899964,1184.924973,1336.838431,1458.369198,1737.175074,1154.542282,1458.369198,1792.578806,1397.603814,795.311634,911.480749,607.653832
563.598930,425.357683,911.480749,759.567290,820.332674,1124.159590,1002.628823,1427.986506,1215.307665,1245.690356,1245.690356,1397.603814,1488.751889,1367.221123,1184.924973,1336.838431,1579.899964,1397.603814,1124.159590,1458.369198,1311.817391,1306.455740,1579.899964,1154.542282,1306.455740,1610.282656,1215.307665,1397.603814,729.184599,881.098057,455.740374,941.863440
416.242875,568.156333,668.419216,911.480749,820.332674,1367.221123,1215.307665,1610.282656,1671.048039,1397.603814,1093.776898,1397.603814,1427.986506,1762.196114,1579.899964,1792.578806,1397.603814,1336.838431,1245.690356,1124.159590,1397.603814,1792.578806,1124.159590,1336.838431,1276.073048,1367.221123,1336.838431,1033.011515,1124.159590,729.184599,698.801907,789.949982
577.271141,954.016517,385.860184,972.246132,941.863440,1336.838431,1458.369198,1762.196114,1458.369198,1336.838431,1402.965466,1427.986506,1306.455740,1701.430731,1853.344189,1458.369198,1063.394207,1367.221123,1427.986506,1458.369198,1215.307665,1519.134581,1640.665347,1792.578806,1427.986506,1427.986506,1124.159590,1002.628823,1276.073048,638.036524,607.653832,1063.394207
759.567290,734.546250,572.713737,425.357683,881.098057,1184.924973,1610.282656,1549.517273,1093.776898,1154.542282,1336.838431,1488.751889,1554.878924,1336.838431,1245.690356,1792.578806,1336.838431,1215.307665,1549.517273,1336.838431,1671.048039,1336.838431,1276.073048,1306.455740,1579.899964,1306.455740,1033.011515,1215.307665,1002.628823,1063.394207,577.271141,729.184599
729.184599,668.419216,554.484122,879.578922,759.567290,1154.542282,1427.986506,1093.776898,1306.455740,1245.690356,1367.221123,1610.282656,1276.073048,1397.603814,1579.899964,1276.073048,1367.221123,1184.924973,1822.961497,1184.924973,1306.455740,1792.578806,1306.455740,1154.542282,1245.690356,1093.776898,1276.073048,1033.011515,1367.221123,1033.011515,759.567290,734.546250
425.357683,643.398175,334.209608,909.961614,871.983249,1336.838431,1458.369198,1579.899964,1488.751889,881.098057,1549.517273,1184.924973,1002.628823,1245.690356,1610.282656,1184.924973,1549.517273,1579.899964,1245.690356,1701.430731,1276.073048,1822.961497,1488.751889,1519.134581,1276.073048,1154.542282,1427.986506,1184.924973,850.715365,759.567290,850.715365,546.888449
577.271141,729.184599,546.888449,698.801907,1101.372571,1154.542282,1731.813422,1397.603814,1792.578806,1762.196114,1184.924973,1427.986506,1397.603814,1215.307665,1488.751889,1276.073048,1276.073048,1671.048039,1336.838431,1883.726880,1184.924973,1215.307665,1336.838431,1640.665347,1093.776898,789.949982,1033.011515,1427.986506,1033.011515,577.271141,759.567290,764.928942
486.123066,425.357683,638.036524,941.863440,862.868442,988.956612,1124.159590,1579.899964,1367.221123,1974.874955,1549.517273,1458.369198,1433.348158,1519.134581,1245.690356,1397.603814,1610.282656,1306.455740,1367.221123,1397.603814,1306.455740,1701.430731,1579.899964,1245.690356,1397.603814,1397.603814,1124.159590,1367.221123,1154.542282,668.419216,638.036524,850.715365
1002.628823,638.036524,638.036524,638.036524,607.653832,1049.721995,1762.196114,1610.282656,1427.986506,1002.628823,1154.542282,1488.751889,1579.899964,1427.986506,1306.455740,1731.813422,1549.517273,1519.134581,1306.455740,1762.196114,1336.838431,1762.196114,1063.394207,1367.221123,1245.690356,1397.603814,1276.073048,1488.751889,972.246132,668.419216,759.567290,820.332674
